,x,y,r,g,b
0,0.42615104,3.7237418,0.8725470058120544,0.943063713096817,0.41354111599648524
1,-0.38918987,3.9926996,0.8814133486207594,0.9120486362745699,0.43138137498942003
2,9.340948,5.4521017,0.3214359815655747,0.9820137900379082,0.3374360186223382
3,10.254087,2.2943838,0.056888399979950675,0.9355250953950787,0.6947959485508663
4,0.29282275,1.0580043,0.9365837113001494,0.8750207757542903,0.5675577800592542
5,4.867805,1.2864516,0.6032982586950858,0.1395041724405457,0.5174446082681873
6,0.3875483,2.0518034,0.912697595558533,0.8603529467893449,0.41035629093866666
7,9.022942,9.177647,0.4804893421736869,0.965566623262382,0.8917571553253929
8,7.996638,4.198945,0.3898629904020824,0.7101943005734893,0.4410789474514551
9,0.40624595,3.6360095,0.9146064749037836,0.8846177632517869,0.3848572227782619
10,1.078026,5.9128394,0.8102867144363228,0.9191332297239813,0.5417617694726801
11,5.996153,4.9659753,0.49984776686794746,0.7055605339637313,0.546176808550268
12,7.0707197,2.3842738,0.49241160240586734,0.5849921878125599,0.3378228199293058
13,9.44838,6.9724054,0.31869287051870665,0.9721806022971663,0.6509910324139486
14,8.140217,8.565205,0.7657081341280498,0.9487273956390835,0.7736939983664372
15,3.7208872,0.80575216,0.8964898445057724,0.9091207693083196,0.46817671384428183
16,3.5555737,6.1573286,0.72065940038567,0.9299200189054773,0.3631840128914741
17,9.046042,3.1149049,0.17706207439773683,0.7717306884180816,0.35873116435880004
18,0.4153908,6.4254313,0.90732097422829,0.9565584838300352,0.5344275420392379
19,-0.11163439,4.9262176,0.913891700970161,0.9470467206780336,0.461539102026726
20,3.853262,6.4733863,0.6334231630444381,0.9452550044288243,0.41122767604579835
21,9.278946,3.7638395,0.26556992316084294,0.7715917851556443,0.3560651296704529
22,8.583083,6.305307,0.28369614240276697,0.8350007672977422,0.4171585827129102
23,0.60673136,3.646526,0.9040977580260853,0.910830701379135,0.5150293289502065
24,4.607668,4.895775,0.7016005562368852,0.7372650843769131,0.4386115309231508
25,10.294043,5.3141418,0.22664416033780135,0.9017934454576969,0.7366514403772849
26,0.43317232,6.454315,0.9123767250853596,0.8884472655721042,0.49275907070854436
27,3.2676523,5.7787037,0.7367096751122467,0.9407136587111616,0.38997758385878306
28,-1.053625,4.607628,0.931890021712537,0.9779983727578877,0.6341472606367259
29,12.2579155,3.9433131,0.027189092819083955,0.9692827834892327,0.8121999671015865
30,8.84946,8.969438,0.5449319001246744,0.9183945520534784,0.8763822229597543
31,10.664014,4.0663333,0.15802640270112123,0.9694420855595314,0.5872912929967898
32,-0.28918535,5.3366833,0.8651120271774393,0.9810831083504589,0.5334677175018822
33,2.952555,7.0874896,0.7905340030891855,0.9598970838245037,0.636204094934101
34,2.3629818,5.469021,0.8291973414567576,0.9323548367436527,0.3685457027573101
35,7.2529483,6.2063165,0.34268581446959484,0.9359741927140921,0.5573452875262835
36,9.529755,3.909477,0.2261117775210996,0.9230758808611816,0.3397823982748127
37,8.356477,8.178177,0.6210177835560454,0.9783033505883667,0.807397314617982
38,2.1665504,5.466386,0.8629382876652254,0.9477461783140643,0.552807142752185
39,-0.11706276,2.417511,0.9373787368426525,0.9515095639180898,0.5599730521112369
40,11.064552,2.5124638,0.04750120115319892,0.9639908858839473,0.5521065849555731
41,6.8351207,6.5213404,0.45019897732024466,0.963342458117877,0.5225413991936205
42,7.6343565,3.5219097,0.27435588634738073,0.7845530591675116,0.3386486889085664
43,-0.9136899,4.5453296,0.8747266473543672,0.8656238661196203,0.5932870961513166
44,-1.2381625,5.8399677,0.8698668836366088,0.9626036187366628,0.7716728578029053
45,-0.20320953,4.5451965,0.9105791978935092,0.9468681541955613,0.45331687141245497
46,5.903705,7.329462,0.4475360011428573,0.9611103521285302,0.8134348596051537
47,0.68702084,6.489985,0.869533680081613,0.9602748090668636,0.6604029583833843
48,5.627008,0.69643575,0.5176246644125354,0.11040726460655022,0.26911301327549086
49,0.5669063,5.7938805,0.8883338375248778,0.9266513330567961,0.5134194882412544
50,3.9795382,3.3150802,0.6318505918192452,0.5330743296166353,0.2560667045269249
51,2.3656094,5.7171755,0.8064836482275628,0.901505528673065,0.4587698510001851
52,5.5559444,4.82442,0.6027940397937565,0.57014625197011,0.41155432356408755
53,1.8527962,8.087022,0.8974490356811421,0.9636450061862042,0.7873985345429843
54,7.321999,4.6902785,0.342104952519514,0.6946654863406602,0.4282923806764808
55,10.610458,3.5714824,0.23303477474083004,0.944819113271881,0.41938950825206206
56,8.663092,7.8869147,0.5535242671390033,0.9210352741107547,0.6614129092379708
57,2.5089717,6.140802,0.7764673883933892,0.9106316218450066,0.8116595716875182
58,10.651426,4.5961547,0.1505460020189604,0.9432971172805222,0.6918759516870936
59,7.9698005,2.7900307,0.31275006971639707,0.7949544027088918,0.41925605072247385
60,-0.06925384,6.2113,0.9133406444723323,0.9707968848648382,0.5844634826986489
61,7.30959,3.1117513,0.6360274211865028,0.5062715477065537,0.7443872654084605
62,10.419822,0.37467667,0.05582571325177469,0.9414522765211535,0.4571855419590862
63,8.676377,6.836164,0.38432136072763406,0.9193474514498458,0.5099639132834063
64,6.7420387,3.3902311,0.4933462712839181,0.4237698863214822,0.34293018797324465
65,4.35972,3.0041447,0.7085937461742633,0.35637776914037866,0.14352584632755422
66,8.79144,2.6479323,0.1586675560079143,0.8684780644755277,0.7569669365148889
67,9.444115,1.0075899,0.09584992089696434,0.9635186010466299,0.7039858158095289
68,9.787575,6.613453,0.2935488703301029,0.9554100733364411,0.7090211236406256
69,10.297571,3.6906593,0.2343256196000356,0.965325406161397,0.5676759347243947
70,10.566114,1.8790326,0.08394759411683583,0.9504003395939767,0.5406330473429602
71,-0.27294034,1.8070633,0.9543380483501678,0.9569112117737566,0.3860887720349313
72,1.3815293,2.280083,0.893126025803486,0.8308573862107002,0.35028319406609587
73,1.3984667,6.589526,0.8280050588937653,0.9708900675280995,0.5522722477267391
74,-0.55720574,3.8373222,0.9229901062771884,0.9692333614250452,0.4488019592621507
75,4.4578066,6.975398,0.6107881816264739,0.9679456536072354,0.4790160494083984
76,2.621125,3.3757367,0.7967344832736503,0.8039557039324983,0.3477072718491909
77,9.671624,2.1179101,0.08878928294812685,0.9247582942903768,0.686543369202922
78,2.2479925,4.0201755,0.7990689762149185,0.7913826821047797,0.7307112074654369
79,8.662214,6.7449703,0.565464055697575,0.9265540440785428,0.6850653597338199
80,0.37872022,7.0838017,0.9270754471052483,0.9729063662193258,0.5990297562431485
81,2.893731,2.8913014,0.7969289553379767,0.6344410197225208,0.4565597947432175
82,0.4505972,2.492943,0.9128797198502996,0.9389901512666915,0.43604082950344375
83,8.456046,3.3183424,0.23340849979906658,0.81493192446368,0.30638806366279614
84,9.507723,1.4027493,0.07400031278384453,0.9251603232118082,0.6212961634636964
85,9.245932,1.6920534,0.1352776729931478,0.7654200925919967,0.3077457050919486
86,5.389535,0.72360307,0.7070774550502678,0.12298925263274017,0.1390164737531423
87,3.8231788,5.95459,0.654649479953777,0.933295234820447,0.32931899864073844
88,10.726223,3.9194965,0.18949105981378053,0.9785691220717605,0.5962893652420391
89,9.871732,5.7902274,0.3317499538653426,0.9740509987539188,0.8001197356879008
90,7.0447965,2.4904006,0.325352320726504,0.49883486851279724,0.1155787301570754
91,5.6035113,2.8822916,0.5730419474579578,0.17186895937290525,0.16766740651165368
92,-0.2758876,6.0633245,0.9342091521721304,0.9685256704599354,0.5825938690513235
93,5.660634,6.2197404,0.38529268421018054,0.8770143290875267,0.5639725045337888
94,4.1150594,6.821292,0.5743841193262232,0.9394615157751299,0.3809133165505049
95,9.877399,1.5594052,0.1222500292000654,0.9549281646862238,0.4484535814263661
96,4.103669,6.9063363,0.6546465718151485,0.9637687800192981,0.5778751201100584
97,8.881368,2.4858396,0.24713610055826496,0.7441338816759404,0.3175698177772864
98,-0.43180877,5.0816836,0.9119302255006132,0.9568973074144994,0.5241804022750457
99,1.1706471,6.7648582,0.783989991528342,0.9482674421755631,0.7812213914353024
100,1.5458345,4.143029,0.8473178575339861,0.8877730861180713,0.6242457940174203
101,1.9288758,4.306568,0.8118815017881543,0.8530778837713475,0.4524918379844352
102,7.818684,8.437884,0.7906252056253907,0.9141136743685847,0.8413338958190163
103,5.395635,2.6938035,0.5941062514770341,0.20727534786589463,0.3059104224280551
104,7.6100707,2.1284468,0.29210713886538364,0.33985972210015675,0.19345798643834067
105,6.1597505,0.8244505,0.3711170502842285,0.09168238563475395,0.21660115152873086
106,8.747936,6.686006,0.2540500988198815,0.8876818493839179,0.6125942879689317
107,11.373861,2.6674063,0.048014391459543546,0.9774430120746869,0.7370770028365631
108,5.084047,7.503324,0.5519386122106833,0.8341345236879528,0.39650647706975056
109,9.354141,6.7592163,0.28108198372374116,0.931335125843128,0.8299959996578171
110,9.7011795,1.9414563,0.09955746765123859,0.9307240463304572,0.46309723765100896
111,0.436303,6.74946,0.9051686301967432,0.96123348894224,0.5305995471418306
112,8.182402,5.3460307,0.5510495560592784,0.9189713099042728,0.4279642383781605
113,0.06458797,1.6502161,0.9533671555118295,0.9738270101453286,0.4992306540050845
114,10.738422,1.7347686,0.046353980116240714,0.9790501607210148,0.44600593344104855
115,3.3036788,5.49698,0.7103088195374255,0.943337817392423,0.41377459254046256
116,11.668451,3.4896774,0.07142448523144382,0.9770480109782061,0.7555016544804156
117,9.351622,7.2224627,0.29268117519006615,0.9807744128682698,0.8060483155676849
118,7.1119585,7.0433373,0.5728680772038512,0.9767774673397408,0.7979493345508863
119,10.178466,4.3163886,0.2890691296572993,0.9747987925236689,0.5344321689819713
120,3.3984723,7.373009,0.742268201254868,0.7928841508619049,0.4491594783158993
121,0.056389038,3.1420383,0.9056648680558332,0.8982127571816724,0.6012083138762263
122,10.542816,1.9291105,0.06812256711495034,0.8714694444653317,0.3491399881943101
123,1.1130865,1.1298132,0.8878152187591513,0.7677685640491285,0.6892505793864578
124,7.0947394,0.88664967,0.14537996855116414,0.4460769253097579,0.13640896442279232
125,8.1892395,7.8714705,0.7239584898818482,0.926396317116217,0.7181023523958644
126,6.908051,1.502336,0.24645020176131763,0.22358301299390604,0.24401411061374553
127,-0.39226413,6.0411882,0.9425964987394064,0.9762123393511071,0.44429545334713616
128,11.122585,4.391299,0.09407445990974285,0.9439199511680743,0.44167848150656674
129,10.400814,0.47909722,0.046582192651503825,0.9746222040058374,0.6614359341446305
